EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,TCE_municipal
5,COAHUILA,8,ESCOBEDO,0.6893599895716246,-0.6934633493976429,-0.4618275908951536,-0.6814219961732472,0.4542311829836275,0.42348914446342895,-0.19537110714551695,-0.017220437602616486,G1
5,COAHUILA,19,MORELOS,0.5144112636730475,-0.2142255499103098,-0.7199290949952643,-0.4318652685157858,0.7777955520616469,0.07827225474728892,0.21228898334533589,-0.0777311591114085,G1
5,COAHUILA,20,MUZQUIZ,0.6048952093899485,0.2225091506500784,1.415840291540995,-0.4077746873138696,0.5912138366376939,-1.798411350036546,0.12075967734917227,-0.032690995375781746,G1
6,COLIMA,2,COMALA,1.5411858884531535,0.6170133930283019,-0.18768775391621345,-0.3651450418582921,-0.5989470921294402,-0.24230074830323275,-0.2327943729865421,0.0113161020828636,G1
6,COLIMA,10,TECOMAN,0.4865382966617954,1.4960485027170365,-0.6994881183500551,0.03137848950480919,-0.10723629832381958,-0.5708450642822958,-0.06700768834045437,0.03291889740461056,G1
6,COLIMA,6,ARMERIA,-0.103414054460205,0.5156267900450185,-1.2245246551826017,-0.14969493282340454,0.30501634688736623,-0.15048740682335113,0.048096093313293266,0.035437745878666216,G1
6,COLIMA,7,IXTLAHUACAN,1.148420890761726,-0.46375858347723403,0.984429759176948,-0.3779413529954279,-0.3927450205167129,-0.2311157641234389,-0.2007056519692771,-0.056107873572036115,G0
6,COLIMA,9,MINATITLAN,1.3789679012471343,-0.2733112318450146,0.3644616714152496,-0.3379602397174414,-0.3977252404943153,-0.3132716032786184,-0.278860246653211,0.16639774496759185,G0
6,COLIMA,4,CUAUHTEMOC,0.8139811402094623,0.6702386287036057,-1.154740487762098,-0.05065638751915673,0.32252141128042755,-0.04175210803925935,-0.005672408532704099,0.012418622047907548,G1
6,COLIMA,5,VILLA DE ALVAREZ,0.4929314281805727,1.4467100209881694,-1.607003676227793,0.2562749243581399,0.2708998629112804,-0.5098652563231437,-0.008651028220840117,0.013574653532885063,G1
6,COLIMA,8,MANZANILLO,0.5419082800837951,1.6793005067723887,-1.1404446567369753,0.5073977512912287,0.367691956320267,-0.5138205168005171,0.030095206920588,0.013567063273289494,G1
6,COLIMA,1,COLIMA,0.4633706227059951,1.5388022390399398,-1.3486000443579085,0.3458493952748718,0.4199962927561685,-0.5723384222025785,-0.02056124205576776,0.05978270843602172,G1
6,COLIMA,3,COQUIMATLAN,0.8244211036775403,0.4888877536077446,0.07339859119233692,-0.4865322979397797,-0.11636791129432066,-0.3459720089108705,-0.1308165220527157,0.06256191154084219,G1
7,CHIAPAS,78,SAN FERNANDO,1.8618891157649164,0.7657992759310909,-0.4341374333757565,0.2257192523673921,-0.033060857333459294,-0.09710384600414428,-0.5181047684041512,-0.05334690752703401,G1
7,CHIAPAS,100,TUMBALA,-1.3380043409019176,0.9270245100519922,-0.526275468082579,-0.09996905228388288,0.5769327761681955,0.1236091970094007,-0.012510694206477746,-0.013255219942530738,G1
7,CHIAPAS,102,TUXTLA GUTIERREZ,-0.5838290684328679,1.932783555072588,-1.6886216841311599,0.18976098552081824,0.4049936475058789,-1.4633279782965671,0.16723901120261406,0.04225797120933309,G1
7,CHIAPAS,103,TUZANTAN,-1.916854059540272,1.206277271953296,-0.3187413528395317,-0.2322917396020357,0.48370157698506,0.3672903927051602,0.20290947448708724,0.015544714703084741,G3
7,CHIAPAS,107,VILLACOMALTITLAN,-1.1717403815363991,0.8784315683471129,0.3929885426332273,-0.4649590355306173,0.43435328325318495,-0.2081201733155635,0.29177239251151693,0.003205211727407948,G1
7,CHIAPAS,25,CHAPULTENANGO,-0.584026261881652,-0.5190518991587167,0.8519190770448483,-1.0450001937087248,0.3431189014345667,-0.5192396448022985,0.3611537912610774,0.02520809293666114,G1
7,CHIAPAS,7,AMATENANGO DEL VALLE,-0.9768429627821889,0.01993541966145005,0.27393507213480395,-1.2421432000058137,-0.13547622219340053,-0.3580442041002872,0.2403336477676572,-0.018474636318075662,G1
7,CHIAPAS,43,IXTACOMITAN,-1.2653247411274222,0.0333118150876513,0.3246173072255196,-1.016159234610747,0.2736834302349607,-0.29048731227400515,0.3633758921265102,0.033769075962930564,G1
7,CHIAPAS,44,IXTAPA,-1.898159483520919,-0.8018540975003875,-0.11007815733374623,1.3956643061434957,0.7543731330790576,-0.4315079690721338,-0.7497534415219879,-0.06169806092420822,G2
7,CHIAPAS,45,IXTAPANGAJOYA,2.3474611781521357,-1.5345839280896632,-1.320897092840063,1.5233360289311797,1.6994028566087571,0.5278179353713196,0.5739302946362135,-0.006907897829130794,G0
7,CHIAPAS,46,JIQUIPILAS,-2.045461019957381,1.057518547408698,0.11356689256518007,-0.18201058396678765,1.1437661008791018,-0.08456536720563015,0.4451811331521017,0.028527408505403605,G3
7,CHIAPAS,48,JUAREZ,-0.06686518112853636,0.3726401279075028,0.6187244712909294,-0.28736550311090064,0.3672542045076999,-0.32751879498992,-0.06667515120625525,-0.006246085305996389,G1
7,CHIAPAS,50,LA LIBERTAD,-3.3961609433325233,-1.1059207052680686,0.8816994340380818,-0.3033164168188421,-0.6981964845939115,-0.5837965076811695,-0.836703728615104,-0.01512531494378899,G2
7,CHIAPAS,53,MAZAPA DE MADERO,-1.6438169744703075,-0.05961709814381867,0.36892511496939895,-1.116853992446728,0.19110302825193448,-0.2116942294456623,0.3505858284391753,0.018776934246079062,G2
7,CHIAPAS,29,CHICOASEN,-0.2295581086444176,-1.255087812721718,0.6925931907609756,-0.2531142362521442,1.139828129973646,-0.4510896655852877,0.062190869448594185,0.002837764668349493,G1
7,CHIAPAS,30,CHICOMUSELO,0.4058514812735739,0.9353811469169224,-0.1998928896561477,0.14715688644596267,0.2758210647081409,0.1150586344155032,0.1065427067038304,-0.06763177204656368,G1
7,CHIAPAS,33,FRANCISCO LEON,-0.06819634299110798,-1.3042927804553932,-1.0169171540703856,1.1712431918375739,0.2432384863974969,0.3368164902837184,0.4630115877247366,-0.110058175169495,G2
7,CHIAPAS,34,FRONTERA COMALAPA,-0.19221816474770895,1.0613549003120333,0.5274482037941242,0.7556972159379894,1.5240555109958658,-0.0385721757322247,0.2765025215995269,-0.0038384343157220665,G3
7,CHIAPAS,13,BOCHIL,-1.0845868172807065,0.495505352639925,0.19099647453796664,-0.3460091473760763,0.37016171233505824,-0.5417467977435866,-0.0053628770090058476,-0.0032230433787964912,G1
7,CHIAPAS,5,AMATAN,1.5783556612395866,-0.7605160200275798,0.9898377844239974,0.927493856621424,1.4377497474799834,-0.563123733366265,0.007424722667453469,-0.0654349657534138,G0
7,CHIAPAS,6,AMATENANGO DE LA FRONTERA,0.13868238077885073,0.5294558586786127,0.02341283201154561,0.07750513146325845,0.5397641478356899,-0.16982345385747105,0.04616117241466229,0.11169471106340637,G1
7,CHIAPAS,56,MITONTIC,-0.4545097212383975,0.0468657845035993,-0.05221562281182356,-0.7849547845343475,0.4874400590247855,-0.09211567834108353,0.0482078864212328,-0.004752104692929336,G1
7,CHIAPAS,39,HUIXTAN,-0.12217688428918586,0.9272830368054792,-0.11803361407685742,-0.6295957049073777,-0.6351286431084386,-0.04705993004563734,0.09257314467038386,-0.044494176125195434,G1
7,CHIAPAS,41,LA INDEPENDENCIA,-1.581350986497589,1.3278671516065448,-0.263262385783388,-0.7578251426641036,-0.10204255994839573,-0.28693491473444216,0.2254443230069757,0.02285703838771378,G1
7,CHIAPAS,42,IXHUATAN,-0.7778688953718655,0.024215432580428388,-1.4250833955192734,-0.3182543378646285,0.9667451427642276,0.4648004992444409,0.33965632305698035,-0.028378648196096062,G1
7,CHIAPAS,59,OCOSINGO,1.5036083783195806,2.372014971768164,2.2572384896855864,1.8626125327186271,0.7056967131131509,0.4155503704271181,0.0509148490817044,-0.08035570927640548,G3
7,CHIAPAS,115,MARQUES DE COMILLAS,-1.9703876918738243,-0.11976491165824656,-0.5122273867151214,-0.42316619648180737,1.6144584061102432,0.22052760334882085,0.5737641565212193,0.03730389256501928,G2
7,CHIAPAS,106,VENUSTIANO CARRANZA,-0.7942802015068634,0.7966388823441595,-0.8038115637984949,0.5415720627263259,1.7209644742128876,-0.08403712175702119,0.3956611270957628,0.02703587212469908,G1
7,CHIAPAS,109,VILLAFLORES,-0.8229515151209204,1.4626849275396383,0.3933480700540672,0.40886269839378736,0.9073244481755516,-0.34821895617177895,0.30118373278934496,-0.015401904907955098,G3
7,CHIAPAS,110,YAJALON,-0.01816176780170575,0.7244139498800943,0.11320945082608455,-0.2924671415509309,0.07972198433214857,-0.4566432011393458,0.20107309412555768,-0.0054548138816344184,G1
7,CHIAPAS,111,ZINACANTAN,-1.5618187802278836,1.1012494076079873,-0.2699788850230032,-0.2651964320385308,0.1516738355082304,-0.12280286833479052,0.1702447205510264,0.056724506780362435,G1
7,CHIAPAS,99,LA TRINITARIA,-0.7589695593950715,1.3062587121206364,1.336794500799947,0.8555287445755273,1.6652101086885809,0.01138448566699608,0.5045665124410383,0.009972370228778641,G3
7,CHIAPAS,93,TECPATAN,-0.01455474831688064,1.1016494724237926,1.3120698364202108,0.02259274602346812,0.3828866436288285,-0.2164126680513425,0.16972231513910752,-0.0012410677155430135,G3
7,CHIAPAS,87,SUCHIAPA,0.4135598962073895,0.3980011612114803,-1.4656462558252483,-0.2013343364368815,0.2861446882623867,-0.0731860974913445,0.18908811243450552,-0.027952905169338904,G1
7,CHIAPAS,75,SABANILLA,-1.1583137861923458,0.6691402065632305,0.08957658766378533,-0.4662074611404844,0.3816573742547743,-0.2212133015242488,0.2811481643492439,-0.017521891653270397,G1
7,CHIAPAS,77,SAN CRISTOBAL DE LAS CASAS,-0.4724850345379852,2.047302413305369,-0.6588560915377019,0.16903865873255372,-0.12534347445632207,-0.4653343277910882,0.07213717612430258,-0.005635083111767375,G1
7,CHIAPAS,57,MOTOZINTLA,-0.3532522612038513,1.3946212430935645,0.6633508429018977,0.12291098327221757,0.09622573345619398,-0.2807093922310745,0.11086402111970416,0.0036008754363939326,G3
7,CHIAPAS,118,SANTIAGO EL PINAR,-0.6935882868261538,-0.19922053848546464,-1.4815725057919258,-0.8612016945740367,0.6263046233053416,0.907463434416372,0.1860003171425698,-0.03530894550095123,G1
7,CHIAPAS,1,ACACOYAGUA,-0.2233850805099284,-0.0876872171572057,0.2838907109442857,-0.5430815964731255,0.726323114751865,-0.5596250741982987,0.1542471779996685,-0.02088412767137617,G1
7,CHIAPAS,3,ACAPETAHUA,-0.5462820194655758,0.5193419432670743,0.2224584851734398,-0.3560482489261618,0.5021650793274233,-0.3949409035321852,0.18970661788444687,-0.02388196230124715,G1
7,CHIAPAS,10,BEJUCAL DE OCAMPO,-0.9810764311961356,-1.942525814807708,0.4644257009064303,1.0820161683031375,1.4088631606973638,-0.4800476512081472,-0.5105943804119146,-0.047877982833707214,G2
7,CHIAPAS,11,BELLA VISTA,0.02469029962948605,0.3768047964722657,0.8188666719388338,-0.0987571288833237,0.2750155288009247,-0.16048705460114068,0.12152152939741152,-0.032192716782343686,G1
7,CHIAPAS,28,CHIAPILLA,-1.4133475018136474,-0.2551752636647746,-1.1473760705256393,-0.5581591471373931,0.8362507833238401,0.4198659507842963,0.21820285041393075,-0.0054191817621829525,G1
7,CHIAPAS,35,FRONTERA HIDALGO,-2.175128505493415,0.4939969072011026,-1.2976701262127492,-0.7065045933340244,0.2409256424000013,0.2912309646444932,0.08043501262123877,0.0173801514662756,G2
7,CHIAPAS,36,LA GRANDEZA,0.8668892019753761,-0.5405913310189423,-1.4718923980658232,0.2493777623826345,0.9700630528771872,0.568418419259019,0.2935787071043381,-0.10012109814159577,G1
7,CHIAPAS,54,MAZATAN,-0.13552128971382502,0.8706555606142907,-0.5967835152425115,-0.15244894816334575,0.5434584081420453,0.2011216952708335,-0.011039335642714249,0.04625627355450294,G1
7,CHIAPAS,55,METAPA,-2.527578118399364,-0.2125444174619596,-0.33127305305226,-1.0787022259189496,-0.10923636401763494,-0.028583524182671675,-0.16031771252959098,0.0002616520118913605,G2
7,CHIAPAS,58,NICOLAS RUIZ,-1.3525577209343662,-0.6095791909480075,-0.938055033091058,-0.7078809243301709,1.0713178250667772,0.4717502719325483,0.12530636111975127,0.0004022520677834768,G2
7,CHIAPAS,60,OCOTEPEC,0.6901605286169965,-0.3647805636634677,-1.3305986342175284,0.1994683552332772,1.5684408117212352,0.3024210930986377,0.32561659647227986,-0.06975325536020903,G1
7,CHIAPAS,70,EL PORVENIR,-0.34727082536143977,0.14372319038259246,-0.009794567682241068,-0.6857567483845233,-0.02899333947184045,-0.2335089681436493,0.347359293265208,-0.01674498063483001,G1
7,CHIAPAS,72,RAYON,0.8546741796638007,-0.7470810511829336,-1.192118229919975,0.4875192370574086,1.4605455302683048,0.3265952806000387,0.20436467601871025,-0.04234772850722555,G1
7,CHIAPAS,74,LAS ROSAS,0.2976347887593609,-0.05174484252624045,0.16262952138554287,-0.15662503053110552,0.731593273117899,-0.6909488665377236,0.32392812994427744,-0.024779883912740948,G1
7,CHIAPAS,86,SOYALO,-0.010807080529303945,-0.4190915639984544,-1.0318120735284233,0.16708502244727658,0.9842254646290024,0.2423007292419375,0.4682031818611858,0.0004964826280924519,G1
7,CHIAPAS,92,TAPILULA,-1.0689321253724742,-0.14693891738810094,-0.20535966239178516,-0.7008556891575153,0.6147950347870761,-0.3406984013734995,0.3180090086385752,0.011396667425344505,G1
7,CHIAPAS,105,UNION JUAREZ,-1.6733200614931547,0.5766339140823017,-0.8748658785311167,-0.6503583243632901,0.0719632765290781,0.1621557737858729,-0.09324803624613824,0.04507250389166115,G1
7,CHIAPAS,51,MAPASTEPEC,-0.1670628565405588,0.951788849994194,-0.07588795615699546,0.13326435290742875,0.9282880913777009,-0.06044502789953912,0.03295998685813114,0.03563799180549879,G1
7,CHIAPAS,114,MARAVILLA TENEJAPA,-2.3758444446447364,0.3294806184589751,-1.101708522074164,-0.5105861819951099,0.7023937504015242,0.4026839673030892,0.18080223412792695,0.01939518009359491,G2
7,CHIAPAS,112,ALDAMA,0.4472869924412904,-1.7835312227273514,-1.0486837105991398,1.8372194496788803,0.05904649131993753,0.38533430165522703,0.8181844306916678,-0.1581566779121737,G2
