EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,log(LNE),log(Densidad_LNE),Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),CP4,CP5,CP6,CP7,TCE_municipal,Atipicidad
2,BAJA CALIFORNIA,5,PLAYAS DE ROSARITO,2,11.48687918658759,7.99129802537007,0.9873434077973392,0.008070440459808172,0.01611011517544305,0.015825238661997455,0.3794590059922927,-2.1072582924882743,0.34638179899456906,-1.1837321271235828,1.8291914604719768,-0.4124713707174655,-0.9986491382541244,-0.4689276789094813,G0,Tipica
3,BAJA CALIFORNIA SUR,1,COMONDU,24,10.895386559118505,2.7116623850259285,0.9867651992479328,0.06710068070286529,0.020502608468514368,0.02426130145944955,0.9956254036191616,0.7157775650210941,1.4777515680364093,1.8010539259136225,-0.07793108091181768,-0.1325564074663558,-0.42403496173276345,0.003310087803622137,G1,Tipica
3,BAJA CALIFORNIA SUR,3,LA PAZ,28,12.238680193677629,3.559219673714302,0.9897259074676352,0.05924479166666665,0.018853517524496453,0.02274664077228311,0.9961425721344276,0.3914607432947169,2.5188789524954545,1.4963148112695035,0.22455084198610706,-0.2343005679263496,-0.5739746867389158,0.05140341526011078,G1,Tipica
3,BAJA CALIFORNIA SUR,5,LORETO,4,9.381432446818588,1.6455502444149932,0.9859787741263006,0.04971691436659589,0.01817968550913617,0.021144518668083076,0.9758070696415588,0.15515744495276138,-0.14975210093735306,1.4588539260701563,-1.1107868529833422,0.029414050382679538,-1.1073947731272582,0.2513819456124048,G3,Tipica
3,BAJA CALIFORNIA SUR,4,LOS CABOS,11,12.306017523056678,6.609857299620573,0.9888475879426964,0.08032729192327996,0.025148072835998302,0.030522638755431195,0.9968238430132124,1.0715134859888231,1.843845823814328,-0.6478321148907691,0.4879833776876791,-0.3411881318151209,-0.8164363091845191,-0.042256941237898825,G3,Tipica
3,BAJA CALIFORNIA SUR,2,MULEGE,17,10.616559901903344,1.6160877829800977,0.9824513257214064,0.07835623678646934,0.024388869595059304,0.028702424612749387,0.9934230611564168,1.3551605384457677,0.5556249232497588,2.045067358089317,-0.06639362434155957,-0.056635902678679524,-0.9588649512556318,-0.010823255931129606,G1,Tipica
4,CAMPECHE,8,TENABO,4,9.002085433155724,6.990785283297775,0.9898812373365328,0.06561679790026248,0.020030524095262715,0.023773107148263483,0.9919811722131284,0.23689752867162894,0.4151589766577593,-0.9557637040182108,-0.6455283245943912,-0.07055493791507016,0.30513135029230554,0.04424412908724469,G3,Tipica
4,CAMPECHE,9,ESCARCEGA,15,10.610044420005991,7.598457550965653,0.9836395518980964,0.06295393167099295,0.018420989531087083,0.021808906779042285,0.9816308130030696,0.4957750871504951,1.1228345843822256,-0.5219279178189415,0.7121219538287182,0.7865225185008641,0.21490919222997049,0.0062266530430384855,G3,Tipica
4,CAMPECHE,5,HECELCHAKAN,7,10.007757473711925,7.174057773828234,0.989158624118374,0.06205444715563849,0.018945445707643,0.022076330513612127,0.9937548213583048,0.2073154851303258,0.93204158106398,-0.8960081884056865,-0.24421858088408385,0.12728567941216448,0.05237975312657981,0.06141577710007313,G3,Tipica
4,CAMPECHE,6,HOPELCHEN,22,10.221613957361983,3.312320408760452,0.9871576607318476,0.05204546324289158,0.018095290841425228,0.021563039290900768,0.9703251320258768,0.18142973491379766,1.1959856688434978,1.5268359950723929,-0.18692160273535507,0.020389176638553986,-0.13750859904796464,0.1438205471901791,G1,Tipica
4,CAMPECHE,11,CALAKMUL,17,9.857234168018666,2.2893178157014975,0.990263678178098,0.016718134383984666,0.007473904106961406,0.008862091273374409,0.8546639680162276,-1.5141332246597532,1.0377866276862306,1.8070241079105718,-0.8387176795222129,0.2302780638102225,-0.5230623992471304,0.0768467238803941,G1,Tipica
4,CAMPECHE,7,PALIZADA,9,8.854522203757432,1.7316144896479126,0.9834885279006276,0.03593079994085465,0.014985939689049682,0.017259263174172732,0.9116931537412792,-0.3037981834819708,-0.36379694541187696,1.8402376327639869,-0.7559713592077757,0.4345385330278223,-0.6847226886742174,0.238773892949398,G3,Tipica
4,CAMPECHE,10,CANDELARIA,25,10.369577282460726,4.830084984375826,0.985369332844772,0.05302279484638256,0.01630153497982113,0.01925137983781528,0.9864284059950724,0.19698518238987173,1.4317942815835418,1.0956888490665149,0.2609657992233977,0.5128660170783754,0.2608661755372337,0.08888503233696282,G1,Tipica
4,CAMPECHE,4,CHAMPOTON,25,11.075582617964042,7.703825167342892,0.9880843233232552,0.05635530835923443,0.016978594941257343,0.01977138055827505,0.993329040943942,0.14444120799762525,2.1465877754636296,-0.25207847190833355,0.691728578862844,0.433062997414559,0.6296815714198672,0.05196259332082615,G1,Tipica
4,CAMPECHE,2,CALKINI,11,10.620448911195329,7.215740003928874,0.987697201690319,0.054332998738836125,0.0172544546883597,0.02041240102020646,0.9931556726170891,0.0892415917821439,1.271270147480635,-0.671781640327225,0.13592799320923374,0.4313519246736932,-0.02845543982476845,0.13532210439706446,G3,Tipica
4,CAMPECHE,1,CAMPECHE,22,12.234514319161477,8.151751754953025,0.9900814882630068,0.046866573733961484,0.0145387739678878,0.017117122069100394,0.9899919106672106,-0.23984296416049536,2.7117643862636727,-0.6669063275268843,0.7458853520595233,0.467849504330713,0.08244566923093481,0.10651033803345973,G1,Tipica
4,CAMPECHE,3,CARMEN,24,12.087277848215537,4.4767985468640825,0.9879898673798556,0.040007964114636405,0.012264544627584063,0.0141813519066785,0.9858742195117004,-0.3212737863727876,2.334388279408153,1.0820691413328474,0.2624935671798405,0.5466111041628147,-0.5909192594681371,0.13372716700432402,G1,Tipica
5,COAHUILA,13,HIDALGO,0,7.036148493750536,6.3600332267715345,0.9760377508573762,0.05375347544022243,0.013511107325479551,0.01576492876615291,0.6174260398059458,-0.5941612974484487,-2.0690543927822467,-0.12786291349830112,0.5691464022625176,1.20825283897908,0.4232893296428656,-0.8196875441175224,G0,Tipica
